Last Name,First Name,Country,Date of birth,Date of birth.1,Date of birth.2,Course type,location,Gender,Swim,distance(m),25m,50m,100m
MIZUNUMA, Naoki,JPN,,,1996,long,Tokyo 2020,m,Butterfly,100,,24.08,51.57
SHIELDS, Thomas A,USA,,,1991,long,Tokyo 2020,m,Butterfly,100,,23.96,51.57
SZABO, Szebasztian,HUN,,,1996,long,Tokyo 2020,m,Butterfly,100,,23.35,51.67
RAMADAN, Youssef Tarek,EGY,,,2002,long,Tokyo 2020,m,Butterfly,100,,24.09,51.67
SUN, Jiajun,CHN,,,2000,long,Tokyo 2020,m,Butterfly,100,,23.81,51.74
BURDISSO, Federico,ITA,,,2001,long,Tokyo 2020,m,Butterfly,100,,24.45,51.82
LE CLOS, Chad Guy Bertrand,RSA,,,1992,long,Tokyo 2020,m,Butterfly,100,,24.36,51.89
VEKOVISHCHEV, Mikhail,RUS,,,1998,long,Tokyo 2020,m,Butterfly,100,,23.84,51.89
KAWAMOTO, Takeshi,JPN,,,1995,long,Tokyo 2020,m,Butterfly,100,,23.49,51.93
FRANKEL, Tomer,ISR,,,2000,long,Tokyo 2020,m,Butterfly,100,,24.28,51.99
KORZENIOWSKI, Pawel,POL,,,1985,long,Tokyo 2020,m,Butterfly,100,,24.15,52
KUSCH, Marius,GER,,,1993,long,Tokyo 2020,m,Butterfly,100,,24.01,52.05
PETERS, Jacob,GBR,,,2000,long,Tokyo 2020,m,Butterfly,100,,23.84,52.07
GRASSI, Santiago,ARG,,,1996,long,Tokyo 2020,m,Butterfly,100,,23.88,52.07
LANZA, Vinicius M,BRA,,,1997,long,Tokyo 2020,m,Butterfly,100,,24.31,52.08
ZENIMOTO HVAS, Tomoe,NOR,,,2000,long,Tokyo 2020,m,Butterfly,100,,24.42,52.22
CROENEN, Louis,BEL,,,1994,long,Tokyo 2020,m,Butterfly,100,,24.59,52.23
IVANOV, Antani A,BUL,,,1999,long,Tokyo 2020,m,Butterfly,100,,24.45,52.25
MORGAN, David,AUS,,,1994,long,Tokyo 2020,m,Butterfly,100,,24.49,52.31
CONDORELLI, Santo,ITA,,,1995,long,Tokyo 2020,m,Butterfly,100,,24.47,52.32
SATES, Matthew E,RSA,,,2003,long,Tokyo 2020,m,Butterfly,100,,24.27,52.34
CARTER, Dylan,TTO,,,1996,long,Tokyo 2020,m,Butterfly,100,,24.53,52.36
ZHENG WEN, Quah,SGP,,,1996,long,Tokyo 2020,m,Butterfly,100,,24.19,52.39
KUAN-HUNG, Wang,TPE,,,2002,long,Tokyo 2020,m,Butterfly,100,,24.72,52.44
GUERES, Uemitcan,TUR,,,1999,long,Tokyo 2020,m,Butterfly,100,,24.54,52.44
BUCHER, Simon,AUT,,,2000,long,Tokyo 2020,m,Butterfly,100,,23.83,52.52
RYAN, Shane,IRL,,,1994,long,Tokyo 2020,m,Butterfly,100,,24.61,52.52
SEFL, Jan,CZE,,,1990,long,Tokyo 2020,m,Butterfly,100,,23.98,52.52
MILJENIC, Nikola,CRO,,,1998,long,Tokyo 2020,m,Butterfly,100,,24.24,52.68
ZIRK, Kregor,EST,,,1999,long,Tokyo 2020,m,Butterfly,100,,25.09,52.82
TSURKIN, Yauhen,BLR,,,1990,long,Tokyo 2020,m,Butterfly,100,,24.1,52.9
GONCHE, Matheus F M,BRA,,,1999,long,Tokyo 2020,m,Butterfly,100,,24.73,53.02
SCHOOLING, Joseph,SGP,,,1995,long,Tokyo 2020,m,Butterfly,100,,24.64,53.12
JACKSON, Abeiku Gyakye,GHA,,,2000,long,Tokyo 2020,m,Butterfly,100,,24.61,53.39
PRAKASH, Sajan,IND,,,1993,long,Tokyo 2020,m,Butterfly,100,,25,53.45
MOON, Seungwoo,KOR,,,2002,long,Tokyo 2020,m,Butterfly,100,,24.95,53.59
QALI, Abbas,KUW,,,1992,long,Tokyo 2020,m,Butterfly,100,,24.88,53.62
AIMABLE, Steven,SEN,,,1999,long,Tokyo 2020,m,Butterfly,100,,24.67,53.64
WONGCHAROEN, Navaphat,THA,,,1997,long,Tokyo 2020,m,Butterfly,100,,24.98,54.36
VINCENT, Davidson,HAI,,,2001,long,Tokyo 2020,m,Butterfly,100,,25.07,54.81
HOCKIN, Benjamin Thomas,PAR,,,1986,long,Tokyo 2020,m,Butterfly,100,,25.42,54.81
MARTIN, Daniel Cristian,ROU,,,2000,long,Tokyo 2020,m,Butterfly,100,,24.72,55.09
GORDO, Salvador Vieira,ANG,,,2003,long,Tokyo 2020,m,Butterfly,100,,25.67,55.96
BU ARISH, Yousif H,KSA,,,2000,long,Tokyo 2020,m,Butterfly,100,,25.89,56.29
ZHANG, Yufei,CHN,,,1998,long,Tokyo 2020,f,Butterfly,100,,25.66,55.82
MCKEON, Emma,AUS,,,1994,long,Tokyo 2020,f,Butterfly,100,,26.04,55.82
SJOESTROEM, Sarah,SWE,,,1993,long,Tokyo 2020,f,Butterfly,100,,26.55,56.18
HUSKE, Torri,USA,,,2002,long,Tokyo 2020,f,Butterfly,100,,25.81,56.29
MACNEIL, Margaret,CAN,,,2000,long,Tokyo 2020,f,Butterfly,100,,26.54,56.55
HANSSON, Louise,SWE,,,1996,long,Tokyo 2020,f,Butterfly,100,,26.3,56.97
SHKURDAI, Anastasiya,BLR,,,2003,long,Tokyo 2020,f,Butterfly,100,,26.33,56.99
WATTEL, Marie,FRA,,,1997,long,Tokyo 2020,f,Butterfly,100,,26.54,57.08
DI LIDDO, Elena,ITA,,,1993,long,Tokyo 2020,f,Butterfly,100,,26.63,57.41
CURZAN, Claire M,USA,,,2004,long,Tokyo 2020,f,Butterfly,100,,26.91,57.49
SAVARD, Katerine,CAN,,,1993,long,Tokyo 2020,f,Butterfly,100,,26.66,57.51
BIANCHI, Ilaria,ITA,,,1990,long,Tokyo 2020,f,Butterfly,100,,26.74,57.7
NTOUNTOUNAKI, Anna,GRE,,,1995,long,Tokyo 2020,f,Butterfly,100,,26.84,57.75
SURKOVA, Arina,RUS,,,1998,long,Tokyo 2020,f,Butterfly,100,,26.28,58.02
CHIMROVA, Svetlana,RUS,,,1996,long,Tokyo 2020,f,Butterfly,100,,26.73,58.04
THROSSELL, Brianna,AUS,,,1996,long,Tokyo 2020,f,Butterfly,100,,27.27,58.08
UGOLKOVA, Maria,SUI,,,1989,long,Tokyo 2020,f,Butterfly,100,,27.3,58.22
GORBENKO, Anastasya,ISR,,,2003,long,Tokyo 2020,f,Butterfly,100,,27.21,58.23
PUDAR, Lana,BIH,,,2006,long,Tokyo 2020,f,Butterfly,100,,27.03,58.32
OSMAN, Farida H,EGY,,,1995,long,Tokyo 2020,f,Butterfly,100,,27.05,58.69
JONES, Harriet,GBR,,,1997,long,Tokyo 2020,f,Butterfly,100,,27.18,58.73
BECKMANN, Emilie,DEN,,,1997,long,Tokyo 2020,f,Butterfly,100,,27.1,58.84
AN, Sehyeon,KOR,,,1995,long,Tokyo 2020,f,Butterfly,100,,27.7,59.32
WALSHE, Ellen,IRL,,,2001,long,Tokyo 2020,f,Butterfly,100,,28.29,59.35
RULE, Remedy A,PHI,,,1996,long,Tokyo 2020,f,Butterfly,100,,27.82,59.68
GALLAGHER, Erin P,RSA,,,1998,long,Tokyo 2020,f,Butterfly,100,,27.27,59.69
SEBESTYEN, Dalma,HUN,,,1997,long,Tokyo 2020,f,Butterfly,100,,28.02,59.79
ALONSO, Luana,PAR,,,2004,long,Tokyo 2020,f,Butterfly,100,,27.57,01:00.4
PINTO, Jeserik,VEN,,,1990,long,Tokyo 2020,f,Butterfly,100,,27.65,01:00.6
SHEIKHALIZADEHKHANGHAH, Maryam,AZE,,,2004,long,Tokyo 2020,f,Butterfly,100,,27.85,01:01.4
SHEEHAN, Miriam A,PUR,,,2004,long,Tokyo 2020,f,Butterfly,100,,27.97,01:02.5
GAFFOOR, Aniqah,SRI,,,2004,long,Tokyo 2020,f,Butterfly,100,,30.03,01:05.3
YUSRA, Mardini,ROT,,,1998,long,Tokyo 2020,f,Butterfly,100,,30.63,01:06.8
PEATY, Adam,GBR,,,1994,long,Tokyo 2020,m,Breaststroke,100,,26.81,57.56
KAMMINGA, Arno,NED,,,1995,long,Tokyo 2020,m,Breaststroke,100,,27.14,57.8
ANDREW, Michael C,USA,,,1999,long,Tokyo 2020,m,Breaststroke,100,,27.27,58.62
MARTINENGHI, Nicolo',ITA,,,1999,long,Tokyo 2020,m,Breaststroke,100,,27.77,58.68
YAN, Zibei,CHN,,,1995,long,Tokyo 2020,m,Breaststroke,100,,27.59,58.75
WILBY, James,GBR,,,1993,long,Tokyo 2020,m,Breaststroke,100,,27.47,58.99
WILSON, Andrew L,USA,,,1993,long,Tokyo 2020,m,Breaststroke,100,,27.94,59.03
LIMA, Felipe,BRA,,,1985,long,Tokyo 2020,m,Breaststroke,100,,27.41,59.17
SHYMANOVICH, Ilya,BLR,,,1994,long,Tokyo 2020,m,Breaststroke,100,,27.37,59.33
POGGIO, Federico,ITA,,,1998,long,Tokyo 2020,m,Breaststroke,100,,27.9,59.33
MATZERATH, Lucas,GER,,,2000,long,Tokyo 2020,m,Breaststroke,100,,27.68,59.4
MURA, Ryuya,JPN,,,1996,long,Tokyo 2020,m,Breaststroke,100,,28.25,59.4
SIDLAUSKAS, Andrius,LTU,,,1997,long,Tokyo 2020,m,Breaststroke,100,,27.85,59.46
SCHWINGENSCHLOEGL, Fabian,GER,,,1991,long,Tokyo 2020,m,Breaststroke,100,,27.88,59.49
CHUPKOV, Anton,RUS,,,1997,long,Tokyo 2020,m,Breaststroke,100,,28.22,59.55
PRIGODA, Kirill,RUS,,,1995,long,Tokyo 2020,m,Breaststroke,100,,27.81,59.68
BALANDIN, Dmitriy,KAZ,,,1995,long,Tokyo 2020,m,Breaststroke,100,,27.78,59.75
OEGRETIR, Berkay Oemer,TUR,,,1998,long,Tokyo 2020,m,Breaststroke,100,,27.85,59.82
SAKCI, Huseyin,TUR,,,1997,long,Tokyo 2020,m,Breaststroke,100,,27.36,59.87
CHO, Sungjae,KOR,,,2001,long,Tokyo 2020,m,Breaststroke,100,,28.39,59.99
MATTSSON, Matti,FIN,,,1993,long,Tokyo 2020,m,Breaststroke,100,,28.46,01:00.0
WILSON, Matthew,AUS,,,1998,long,Tokyo 2020,m,Breaststroke,100,,28.02,01:00.0
SATO, Shoma,JPN,,,2001,long,Tokyo 2020,m,Breaststroke,100,,28.3,01:00.0
STUBBLETY-COOK, Zac,AUS,,,1999,long,Tokyo 2020,m,Breaststroke,100,,28.89,01:00.0
CORBEAU, Caspar,NED,,,2001,long,Tokyo 2020,m,Breaststroke,100,,28.06,01:00.1
SILADJI, Caba,SRB,,,1990,long,Tokyo 2020,m,Breaststroke,100,,27.59,01:00.2
PETRASHOV, Denis,KGZ,,,2000,long,Tokyo 2020,m,Breaststroke,100,,28.41,01:00.2
DESPLANCHES, Jeremy,SUI,,,1994,long,Tokyo 2020,m,Breaststroke,100,,28.29,01:00.3
GREENE, Darragh,IRL,,,1995,long,Tokyo 2020,m,Breaststroke,100,,28.36,01:00.3
REITSHAMMER, Bernhard,AUT,,,1994,long,Tokyo 2020,m,Breaststroke,100,,27.7,01:00.4
MURILLO VALDES, Jorge Mario,COL,,,1991,long,Tokyo 2020,m,Breaststroke,100,,28.47,01:00.6
EPITROPOV, Lyubomir E,BUL,,,1999,long,Tokyo 2020,m,Breaststroke,100,,28.72,01:00.7
BUSSIERE, Theo,FRA,,,1995,long,Tokyo 2020,m,Breaststroke,100,,28.34,01:00.7
PUMPUTIS, Caio Rodrigues,BRA,,,1999,long,Tokyo 2020,m,Breaststroke,100,,28.48,01:00.8
GRINDHEIM, Andre Klippenberg,NOR,,,2000,long,Tokyo 2020,m,Breaststroke,100,,27.88,01:00.9
TITENIS, Giedrius,LTU,,,1989,long,Tokyo 2020,m,Breaststroke,100,,27.95,01:00.9
HOULIE, Michael J,RSA,,,2000,long,Tokyo 2020,m,Breaststroke,100,,27.55,01:01.2
MASTROMATTEO, Gabe,CAN,,,2002,long,Tokyo 2020,m,Breaststroke,100,,28.27,01:01.6
DOMINGUEZ RAMOS, Josue,DOM,,,1996,long,Tokyo 2020,m,Breaststroke,100,,28.32,01:01.9
BASTIAN, Izaak Z,BAH,,,2001,long,Tokyo 2020,m,Breaststroke,100,,28.86,01:01.9
AL-WIR, Amro,JOR,,,2001,long,Tokyo 2020,m,Breaststroke,100,,29.23,01:02.2
SANES, Adriel,ISV,,,1998,long,Tokyo 2020,m,Breaststroke,100,,28.73,01:02.4
HORREGO, Julio A,HON,,,1998,long,Tokyo 2020,m,Breaststroke,100,,29.09,01:02.5
KOUMA, Sebastien,MLI,,,1997,long,Tokyo 2020,m,Breaststroke,100,,28.79,01:02.8
ABASS, Abobakr,SUD,,,1998,long,Tokyo 2020,m,Breaststroke,100,,30.47,01:04.5
MASEI, Micah W,ASA,,,1999,long,Tokyo 2020,m,Breaststroke,100,,29.23,01:04.9
AHMAD, Muhammad Isa,BRU,,,1998,long,Tokyo 2020,m,Breaststroke,100,,30.66,01:08.6
SCHOENMAKER, Tatjana R,RSA,,,1997,long,Tokyo 2020,f,Breaststroke,100,,30.21,01:04.8
JACOBY, Lydia A,USA,,,2004,long,Tokyo 2020,f,Breaststroke,100,,30.99,01:05.5
KING, Lillia C,USA,,,1997,long,Tokyo 2020,f,Breaststroke,100,,30.74,01:05.5
HANSSON, Sophie,SWE,,,1998,long,Tokyo 2020,f,Breaststroke,100,,31.01,01:05.7
CARRARO, Martina,ITA,,,1993,long,Tokyo 2020,f,Breaststroke,100,,31.06,01:05.8
CHIKUNOVA, Evgeniia,RUS,,,2004,long,Tokyo 2020,f,Breaststroke,100,,31.63,01:06.2
HULKKO, Ida,FIN,,,1998,long,Tokyo 2020,f,Breaststroke,100,,30.55,01:06.2
EFIMOVA, Yuliya,RUS,,,1992,long,Tokyo 2020,f,Breaststroke,100,,30.92,01:06.2
MC SHARRY, Mona,IRL,,,2000,long,Tokyo 2020,f,Breaststroke,100,,31.06,01:06.4
TANG, Qianting,CHN,,,2004,long,Tokyo 2020,f,Breaststroke,100,,30.81,01:06.5
VASEY, Sarah,GBR,,,1996,long,Tokyo 2020,f,Breaststroke,100,,31.3,01:06.6
HODGES, Chelsea,AUS,,,2001,long,Tokyo 2020,f,Breaststroke,100,,30.86,01:06.7
MAMIE, Lisa,SUI,,,1998,long,Tokyo 2020,f,Breaststroke,100,,31.42,01:06.8
JEFIMOVA, Eneli,EST,,,2006,long,Tokyo 2020,f,Breaststroke,100,,31.76,01:06.8
TETEREVKOVA, Kotryna,LTU,,,2002,long,Tokyo 2020,f,Breaststroke,100,,31.61,01:06.8
ELENDT, Anna,GER,,,2001,long,Tokyo 2020,f,Breaststroke,100,,31.57,01:07.0
WATANABE, Kanako,JPN,,,1996,long,Tokyo 2020,f,Breaststroke,100,,31.39,01:07.0
VALL MONTERO, Jessica,ESP,,,1988,long,Tokyo 2020,f,Breaststroke,100,,32.02,01:07.1
AOKI, Reona,JPN,,,1995,long,Tokyo 2020,f,Breaststroke,100,,31.01,01:07.3
HANSEN, Jessica,AUS,,,1995,long,Tokyo 2020,f,Breaststroke,100,,31.85,01:07.5
ZMUSHKA, Alina,BLR,,,1997,long,Tokyo 2020,f,Breaststroke,100,,31.76,01:07.6
ATKINSON, Alia,JAM,,,1988,long,Tokyo 2020,f,Breaststroke,100,,31.48,01:07.7
WOG, Kelsey,CAN,,,1998,long,Tokyo 2020,f,Breaststroke,100,,31.82,01:07.7
SMITH, Kierra,CAN,,,1994,long,Tokyo 2020,f,Breaststroke,100,,32.09,01:07.9
SCHOUTEN, Tes,NED,,,2000,long,Tokyo 2020,f,Breaststroke,100,,32.09,01:07.9
LECLUYSE, Fanny,BEL,,,1992,long,Tokyo 2020,f,Breaststroke,100,,31.57,01:07.9
FAST, Emelie,SWE,,,2004,long,Tokyo 2020,f,Breaststroke,100,,31.23,01:08.0
PODMANIKOVA, Andrea,SVK,,,1998,long,Tokyo 2020,f,Breaststroke,100,,32.1,01:08.4
PHEE, Phee Jinq En,MAS,,,1997,long,Tokyo 2020,f,Breaststroke,100,,32.5,01:08.4
RODRIGUEZ VILLANUEVA, Byanca,MEX,,,1994,long,Tokyo 2020,f,Breaststroke,100,,31.77,01:08.8
SEBASTIAN, Julia,ARG,,,1993,long,Tokyo 2020,f,Breaststroke,100,,32.32,01:09.4
SCANLAN, Tilali,ASA,,,1999,long,Tokyo 2020,f,Breaststroke,100,,33.22,01:10.0
RAJIC, Ema,CRO,,,2000,long,Tokyo 2020,f,Breaststroke,100,,32.1,01:10.0
PETKOVA, Diana,BUL,,,2000,long,Tokyo 2020,f,Breaststroke,100,,32.81,01:10.6
SANTOS SILVA, Emily Marie,PAN,,,2005,long,Tokyo 2020,f,Breaststroke,100,,33.18,01:12.1
FISHER-MASTERS, Kirsten A,COK,,,1998,long,Tokyo 2020,f,Breaststroke,100,,34.16,01:14.0
GRAND'PIERRE, Emilie F,HAI,,,2001,long,Tokyo 2020,f,Breaststroke,100,,34.33,01:14.8
KOK SHUN, Alicia-Kimberley,MRI,,,2004,long,Tokyo 2020,f,Breaststroke,100,,34.6,01:15.4
SEMYONOVA, Darya,TKM,,,2002,long,Tokyo 2020,f,Breaststroke,100,,34.22,01:16.4
JAYLA, Fatima Pina,CPV,,,2004,long,Tokyo 2020,f,Breaststroke,100,,34.18,01:17.0
ADAMS, Taeyanna,FSM,,,2002,long,Tokyo 2020,f,Breaststroke,100,,39.75,01:25.4
BA MATRAF, Nooran,YEM,,,1999,long,Tokyo 2020,f,Breaststroke,100,,41.53,01:27.8
SAJINA, Aishath,MDV,,,1997,long,Tokyo 2020,f,Breaststroke,100,,44.17,01:33.6
KOLESNIKOV, Kliment,RUS,,,2000,long,Tokyo 2020,m,Backstroke,100,,24.89,52.15
CECCON, Thomas,ITA,,,2001,long,Tokyo 2020,m,Backstroke,100,,25.63,52.49
XU, Jiayu,CHN,,,1995,long,Tokyo 2020,m,Backstroke,100,,25.24,52.7
LARKIN, Mitchell,AUS,,,1993,long,Tokyo 2020,m,Backstroke,100,,25.89,52.97
IRIE, Ryosuke,JPN,,,1990,long,Tokyo 2020,m,Backstroke,100,,25.64,52.99
NDOYE BROUARD, Yohann,FRA,,,2000,long,Tokyo 2020,m,Backstroke,100,,25.97,53.13
RYLOV, Evgeny,RUS,,,1996,long,Tokyo 2020,m,Backstroke,100,,26.12,53.22
MURPHY, Ryan F,USA,,,1995,long,Tokyo 2020,m,Backstroke,100,,26.15,53.22
GONZALEZ DE OLIVEIRA, Hugo,ESP,,,1999,long,Tokyo 2020,m,Backstroke,100,,26.13,53.45
TOMAC, Mewen,FRA,,,2001,long,Tokyo 2020,m,Backstroke,100,,25.72,53.49
GUIDO, Guilherme,BRA,,,1987,long,Tokyo 2020,m,Backstroke,100,,25.62,53.65
GLINTA, Robert,ROU,,,1997,long,Tokyo 2020,m,Backstroke,100,,26.22,53.67
COOPER, Isaac,AUS,,,2004,long,Tokyo 2020,m,Backstroke,100,,25.91,53.73
ULRICH, Marek,GER,,,1997,long,Tokyo 2020,m,Backstroke,100,,25.86,53.74
CHRISTOU, Apostolos,GRE,,,1996,long,Tokyo 2020,m,Backstroke,100,,25.78,53.77
ARMSTRONG, Joseph H,USA,,,2001,long,Tokyo 2020,m,Backstroke,100,,26.33,53.77
GREENBANK, Luke,GBR,,,1997,long,Tokyo 2020,m,Backstroke,100,,26.09,53.79
SABBIONI, Simone,ITA,,,1996,long,Tokyo 2020,m,Backstroke,100,,26.43,53.79
THORMEYER, Markus,CAN,,,1997,long,Tokyo 2020,m,Backstroke,100,,26.05,53.8
LEE, Juho,KOR,,,1995,long,Tokyo 2020,m,Backstroke,100,,25.7,53.84
BASSETO, Guilherme,BRA,,,1997,long,Tokyo 2020,m,Backstroke,100,,25.5,53.84
ZHENG WEN, Quah,SGP,,,1996,long,Tokyo 2020,m,Backstroke,100,,25.73,53.94
STOKOWSKI, Kacper,POL,,,1999,long,Tokyo 2020,m,Backstroke,100,,26.29,53.99
COETZE, Pieter,RSA,,,2004,long,Tokyo 2020,m,Backstroke,100,,26.19,54.05
BRAUNSCHWEIG, Ole,GER,,,1997,long,Tokyo 2020,m,Backstroke,100,,26.31,54.14
PRATT, Cole,CAN,,,2002,long,Tokyo 2020,m,Backstroke,100,,26.45,54.27
NATARAJ, Srihari,IND,,,2001,long,Tokyo 2020,m,Backstroke,100,,26.18,54.31
SANTOS, Francisco Rogerio,POR,,,1998,long,Tokyo 2020,m,Backstroke,100,,26.32,54.35
TELEGDY, Adam,HUN,,,1995,long,Tokyo 2020,m,Backstroke,100,,26.29,54.42
CEJKA, Jan,CZE,,,2001,long,Tokyo 2020,m,Backstroke,100,,26.31,54.69
TOUMARKIN, Yakov Yan,ISR,,,1992,long,Tokyo 2020,m,Backstroke,100,,26.46,54.81
CARTER, Dylan,TTO,,,1996,long,Tokyo 2020,m,Backstroke,100,,26.24,54.82
TSMYH, Mikita,BLR,,,1997,long,Tokyo 2020,m,Backstroke,100,,26.12,54.88
ATAYEV, Merdan,TKM,,,1995,long,Tokyo 2020,m,Backstroke,100,,26.48,55.24
REITSHAMMER, Bernhard,AUT,,,1994,long,Tokyo 2020,m,Backstroke,100,,25.95,55.26
LEYTROVSKIY, Mihael,ISR,,,1999,long,Tokyo 2020,m,Backstroke,100,,25.95,55.34
LEVTEROV, Kaloyan,BUL,,,2003,long,Tokyo 2020,m,Backstroke,100,,26.99,55.6
MARTIN, Daniel Cristian,ROU,,,2000,long,Tokyo 2020,m,Backstroke,100,,26.85,56.91
CASTILLO, Gabriel,BOL,,,2001,long,Tokyo 2020,m,Backstroke,100,,27.94,58.24
RASOLONJATOVO, Heriniavo michael,MAD,,,1998,long,Tokyo 2020,m,Backstroke,100,,28.69,59.81
MCKEOWN, Kaylee,AUS,,,2001,long,Tokyo 2020,f,Backstroke,100,,28.24,57.88
SMITH, Regan E,USA,,,2002,long,Tokyo 2020,f,Backstroke,100,,28.36,57.96
MASSE, Kylie,CAN,,,1996,long,Tokyo 2020,f,Backstroke,100,,28.19,58.17
DAWSON, Kathleen,GBR,,,1997,long,Tokyo 2020,f,Backstroke,100,,28.53,58.69
SEEBOHM, Emily,AUS,,,1992,long,Tokyo 2020,f,Backstroke,100,,28.78,58.86
WHITE, Rhyan E,USA,,,2000,long,Tokyo 2020,f,Backstroke,100,,28.61,59.02
TOUSSAINT, Kira,NED,,,1994,long,Tokyo 2020,f,Backstroke,100,,28.75,59.21
PANZIERA, Margherita,ITA,,,1995,long,Tokyo 2020,f,Backstroke,100,,29.21,59.74
PENG, Xuwei,CHN,,,2003,long,Tokyo 2020,f,Backstroke,100,,29.08,59.78
KAMENEVA, Maria,RUS,,,1999,long,Tokyo 2020,f,Backstroke,100,,29.12,59.88
RUCK, Taylor,CAN,,,2000,long,Tokyo 2020,f,Backstroke,100,,28.94,59.89
GORBENKO, Anastasya,ISR,,,2003,long,Tokyo 2020,f,Backstroke,100,,28.94,59.9
FESIKOVA, Anastasia,RUS,,,1990,long,Tokyo 2020,f,Backstroke,100,,29.12,59.92
WILD, Cassie,GBR,,,2000,long,Tokyo 2020,f,Backstroke,100,,29.45,59.99
WAARD de, Maaike,NED,,,1996,long,Tokyo 2020,f,Backstroke,100,,28.81,01:00.0
KONISHI, Anna,JPN,,,1996,long,Tokyo 2020,f,Backstroke,100,,29.35,01:00.0
JALLOW, Mimosa,FIN,,,1994,long,Tokyo 2020,f,Backstroke,100,,28.98,01:00.1
LOEYNING, Ingeborg Vassbakk,NOR,,,2000,long,Tokyo 2020,f,Backstroke,100,,29.52,01:00.1
BURIAN, Katalin,HUN,,,1995,long,Tokyo 2020,f,Backstroke,100,,29.17,01:00.1
LEE, Eunji,KOR,,,2006,long,Tokyo 2020,f,Backstroke,100,,29,01:00.1
COLEMAN, Michelle,SWE,,,1993,long,Tokyo 2020,f,Backstroke,100,,28.56,01:00.5
CHEN, Jie,CHN,,,1995,long,Tokyo 2020,f,Backstroke,100,,29.06,01:00.6
GASTALDELLO, Beryl,FRA,,,1995,long,Tokyo 2020,f,Backstroke,100,,29.17,01:00.7
RIEDEMANN, Laura,GER,,,1998,long,Tokyo 2020,f,Backstroke,100,,29.36,01:00.8
HILL, Danielle,IRL,,,1999,long,Tokyo 2020,f,Backstroke,100,,29.47,01:00.9
AU, Hoi-Shun,HKG,,,1992,long,Tokyo 2020,f,Backstroke,100,,29.38,01:01.1
KUBOVA (BAUMRTOVA), Simona,CZE,,,1991,long,Tokyo 2020,f,Backstroke,100,,29.41,01:01.4
SALCUTAN, Tatiana,MDA,,,2001,long,Tokyo 2020,f,Backstroke,100,,29.76,01:01.6
GRABOWSKI, Lena,AUT,,,2002,long,Tokyo 2020,f,Backstroke,100,,29.49,01:01.8
ZEVINA, Daryna,UKR,,,1994,long,Tokyo 2020,f,Backstroke,100,,30.08,01:02.0
DEBEVER, Mckenna V,PER,,,1996,long,Tokyo 2020,f,Backstroke,100,,30.24,01:02.1
ARCILA, Isabella,COL,,,1994,long,Tokyo 2020,f,Backstroke,100,,29.64,01:02.3
GALYER, Ali,NZL,,,1998,long,Tokyo 2020,f,Backstroke,100,,30.65,01:02.6
KATAI, Donata,ZIM,,,2004,long,Tokyo 2020,f,Backstroke,100,,30.17,01:02.7
LARA, Krystal D,DOM,,,1998,long,Tokyo 2020,f,Backstroke,100,,29.98,01:03.1
MARQUEZ ORELLANA, Carmen Celina,ESA,,,1999,long,Tokyo 2020,f,Backstroke,100,,30.7,01:03.8
TITUS, Danielle,BAR,,,2002,long,Tokyo 2020,f,Backstroke,100,,31.25,01:04.5
PASSON, Felicity,SEY,,,1999,long,Tokyo 2020,f,Backstroke,100,,30.59,01:04.7
PATEL, Maana Rajiv,IND,,,2000,long,Tokyo 2020,f,Backstroke,100,,31.01,01:05.2
NAZAROVA, Diana,KAZ,,,2000,long,Tokyo 2020,f,Backstroke,100,,31.64,01:07.0
INCE, Kimberly,GRN,,,2004,long,Tokyo 2020,f,Backstroke,100,,32.59,01:10.2
KOLESNIKOV, Kliment,RUS,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,25.91,53.26
MARTIN, Daniel Cristian,ROU,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,25.65,53.59
CECCON, Thomas,ITA,,,2001,long,2018 Youth Olympic Games,,Backstroke,100,,26.64,53.65
WANG, Guanbin,CHN,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,26.7,55.33
MARTOS BACARIZO, Manuel,ESP,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,27.14,55.83
NATARAJ, Srihari,IND,,,2001,long,2018 Youth Olympic Games,,Backstroke,100,,26.99,56.12
ZOMBORI, Gabor,HUN,,,2002,long,2018 Youth Olympic Games,,Backstroke,100,,27.39,56.21
BLACKBURN, Lewis,AUS,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,27.7,56.23
KOLESNIKOV, Kliment,RUS,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,26.46,53.8
MARTIN, Daniel Cristian,ROU,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,25.93,54.08
ZENIMOTO HVAS, Tomoe,NOR,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,26.6,54.93
CECCON, Thomas,ITA,,,2001,long,2018 Youth Olympic Games,,Backstroke,100,,26.23,55.48
WANG, Guanbin,CHN,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,26.95,55.77
ZOMBORI, Gabor,HUN,,,2002,long,2018 Youth Olympic Games,,Backstroke,100,,27.12,56.19
MARTOS BACARIZO, Manuel,ESP,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,27.52,56.2
BLACKBURN, Lewis,AUS,,,2000,long,2018 Youth Olympic Games,,Backstroke,100,,27.49,56.27
